CheckingStatus;LoanDuration;CreditHistory;LoanPurpose;LoanAmount;ExistingSavings;EmploymentDuration;InstallmentPercent;Sex;OthersOnLoan;CurrentResidenceDuration;OwnsProperty;Age;InstallmentPlans;Housing;ExistingCreditsCount;Job;Dependents;Telephone;ForeignWorker;Risk
less_0;١٣;all_credits_paid_back;furniture;٢٥٠;less_100;less_1;٢;female;none;١;savings_insurance;٢٦;stores;rent;١;unskilled;١;none;yes;No Risk
0_to_200;٤;all_credits_paid_back;education;٢٥٠;less_100;less_1;١;male;none;٢;real_estate;٢٠;none;rent;١;management_self-employed;١;none;yes;No Risk
no_checking;٢٥;outstanding_credit;appliances;٥٨٤٦;500_to_1000;greater_7;٤;male;none;٥;car_other;٥١;none;free;٢;management_self-employed;١;yes;yes;Risk
no_checking;٢٩;prior_payments_delayed;appliances;٤١٩٠;100_to_500;1_to_4;٣;male;none;٣;car_other;٢٦;stores;own;٢;unskilled;١;none;yes;Risk
no_checking;٤٠;outstanding_credit;repairs;٧٧١٢;greater_1000;greater_7;٤;male;guarantor;٥;car_other;٥١;none;free;٢;skilled;١;yes;yes;Risk
no_checking;٨;credits_paid_to_date;furniture;٣٠٠٧;greater_1000;less_1;٢;male;none;٤;car_other;٣٧;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢١;credits_paid_to_date;radio_tv;٣٧٨٠;less_100;1_to_4;٣;male;none;٢;savings_insurance;٣٣;none;rent;١;skilled;١;none;yes;No Risk
less_0;٢٠;credits_paid_to_date;car_new;٤٨٤٩;less_100;4_to_7;٣;male;none;٣;savings_insurance;٢٠;stores;own;٢;skilled;١;none;yes;No Risk
no_checking;٣١;outstanding_credit;other;٦٦٤٠;500_to_1000;4_to_7;٥;female;none;٥;car_other;٤٤;none;free;٢;management_self-employed;١;yes;yes;Risk
no_checking;٣٢;prior_payments_delayed;radio_tv;٢٨٠٣;500_to_1000;greater_7;٤;male;none;٤;savings_insurance;٢٩;none;own;٢;skilled;١;none;yes;Risk
no_checking;٣٦;prior_payments_delayed;other;٦٥٩٥;500_to_1000;4_to_7;٣;male;none;٣;savings_insurance;٣٨;none;own;١;skilled;١;none;yes;No Risk
no_checking;٨;credits_paid_to_date;furniture;٢٦٠٧;100_to_500;4_to_7;٢;male;none;٤;savings_insurance;٣٤;none;rent;٢;skilled;٢;yes;yes;Risk
less_0;٨;prior_payments_delayed;repairs;٧٠١;500_to_1000;1_to_4;٣;male;none;٣;savings_insurance;٤٣;none;rent;١;skilled;١;none;yes;No Risk
0_to_200;٢٨;credits_paid_to_date;radio_tv;٢٥٠;100_to_500;4_to_7;٢;male;none;٢;real_estate;١٩;stores;own;١;skilled;١;none;yes;No Risk
less_0;١٤;all_credits_paid_back;vacation;٣٩٠٠;100_to_500;1_to_4;٣;female;none;٣;real_estate;٢٤;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٧;credits_paid_to_date;retraining;١٥٢٧;less_100;4_to_7;٣;male;none;١;car_other;٢٦;stores;free;٢;unskilled;١;yes;yes;No Risk
0_to_200;١٦;prior_payments_delayed;repairs;٢٢٠٤;less_100;4_to_7;٢;male;none;٢;unknown;٥٢;none;own;٢;skilled;٢;yes;yes;No Risk
0_to_200;٤;all_credits_paid_back;car_new;١٣٩٥;less_100;1_to_4;٢;female;none;١;real_estate;٢٧;none;own;١;skilled;١;none;yes;No Risk
less_0;١٣;prior_payments_delayed;furniture;٢٤٣٨;less_100;1_to_4;٢;female;none;٣;car_other;٣٦;stores;rent;١;skilled;١;none;yes;No Risk
0_to_200;٤٢;outstanding_credit;repairs;٤٩٧٦;500_to_1000;1_to_4;٣;male;none;٢;car_other;٢٦;none;own;٢;skilled;١;yes;yes;No Risk
no_checking;٣٦;outstanding_credit;repairs;٦٤٤١;500_to_1000;greater_7;٤;male;co-applicant;٤;car_other;٥٠;none;free;٢;skilled;١;yes;no;Risk
no_checking;٣٢;outstanding_credit;appliances;٤٦٧٣;greater_1000;4_to_7;٣;female;none;٤;unknown;٣٤;none;own;١;skilled;٢;yes;yes;Risk
0_to_200;٢٣;prior_payments_delayed;radio_tv;٦١٥٤;less_100;greater_7;٣;female;none;٣;unknown;٥٢;none;own;٢;skilled;١;none;yes;No Risk
no_checking;٢٨;credits_paid_to_date;furniture;٣٧٩٤;greater_1000;greater_7;٤;female;none;٤;car_other;٤٣;none;free;٣;skilled;٢;yes;yes;Risk
less_0;١٤;all_credits_paid_back;furniture;١١٢٠;less_100;4_to_7;٣;female;none;١;real_estate;٢٦;bank;own;٢;unemployed;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;car_new;٦٦٠;less_100;less_1;٢;male;none;٢;real_estate;٢٥;stores;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٩;credits_paid_to_date;car_used;٢٧١١;less_100;less_1;٢;male;none;٢;savings_insurance;٢٨;none;own;٢;skilled;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;car_new;٢٩٦٩;less_100;less_1;٢;male;none;١;real_estate;٢٦;none;own;١;management_self-employed;١;none;yes;No Risk
no_checking;٢٥;prior_payments_delayed;business;٦٨٦٧;100_to_500;4_to_7;٤;female;none;٤;savings_insurance;٤١;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٩;credits_paid_to_date;car_new;٢٥٠;500_to_1000;less_1;٢;female;none;٢;savings_insurance;١٩;stores;rent;١;skilled;١;none;yes;No Risk
less_0;٢١;prior_payments_delayed;radio_tv;٣٤٥١;less_100;4_to_7;٣;male;none;٢;car_other;٣٣;none;own;٢;skilled;١;none;yes;No Risk
no_checking;٨;credits_paid_to_date;car_new;٢٥٠;less_100;less_1;٢;female;none;٢;real_estate;٣٨;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٧;credits_paid_to_date;car_used;٦٦١٦;500_to_1000;greater_7;٣;male;co-applicant;٤;car_other;٤٠;stores;own;٢;unskilled;١;none;yes;Risk
less_0;٥;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;٢;male;none;١;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
greater_200;٣١;prior_payments_delayed;appliances;٣٣٣٢;100_to_500;less_1;٣;male;none;٣;savings_insurance;٣٧;none;rent;٢;management_self-employed;١;yes;yes;Risk
no_checking;١٨;outstanding_credit;business;٥٦٥٦;100_to_500;4_to_7;٤;male;guarantor;٥;savings_insurance;٥٣;none;free;١;management_self-employed;١;yes;yes;No Risk
no_checking;٣٦;outstanding_credit;radio_tv;٩٨٨٠;unknown;greater_7;٤;male;co-applicant;٣;unknown;٦٢;stores;free;٣;unskilled;٢;yes;yes;Risk
less_0;٤٠;prior_payments_delayed;business;٣١٧٢;100_to_500;greater_7;٤;female;none;٣;savings_insurance;٢٨;bank;own;٣;unemployed;١;none;yes;No Risk
no_checking;٣٩;outstanding_credit;other;٩٥٨٣;unknown;greater_7;٥;male;co-applicant;٥;car_other;٤٤;none;own;٣;skilled;٢;yes;yes;Risk
no_checking;٣٠;outstanding_credit;other;١٠٦٧٩;unknown;1_to_4;٥;male;none;٤;unknown;٣٩;none;free;٢;management_self-employed;٢;yes;yes;Risk
no_checking;٣٢;outstanding_credit;repairs;٧٣٦٠;greater_1000;greater_7;٥;male;none;٣;unknown;٥٢;stores;free;٢;unskilled;٢;yes;no;Risk
less_0;١١;prior_payments_delayed;furniture;٢٥٠;less_100;1_to_4;٢;female;none;٣;savings_insurance;٢١;bank;rent;١;unskilled;١;yes;yes;No Risk
greater_200;٢٢;outstanding_credit;car_used;٣٢٧٥;100_to_500;greater_7;٣;male;none;٣;car_other;٤١;none;own;٢;skilled;١;yes;yes;Risk
0_to_200;٢٢;credits_paid_to_date;car_new;٣٨٢;less_100;1_to_4;٢;male;none;٣;car_other;٢٠;bank;rent;١;unskilled;١;none;yes;No Risk
no_checking;٢٥;prior_payments_delayed;furniture;٤٦٧٥;500_to_1000;4_to_7;٣;male;none;٤;savings_insurance;٣٩;none;free;٢;skilled;١;none;yes;Risk
0_to_200;١٦;credits_paid_to_date;furniture;١٩٥٤;less_100;4_to_7;٢;male;none;٢;car_other;٢١;none;own;١;skilled;١;none;yes;Risk
0_to_200;٢٨;outstanding_credit;car_used;٧٨٥١;100_to_500;4_to_7;٤;female;none;٤;unknown;٥٢;stores;own;٢;skilled;١;none;yes;Risk
no_checking;٢٩;prior_payments_delayed;car_used;٣٣٥١;unknown;1_to_4;٣;male;none;٥;savings_insurance;٤٩;none;own;٢;skilled;٢;yes;yes;No Risk
0_to_200;١٥;no_credits;car_new;٤٧٦;100_to_500;less_1;١;male;none;٢;real_estate;٢١;none;rent;٢;skilled;١;none;yes;No Risk
less_0;٤;credits_paid_to_date;car_new;٢٥٠;less_100;less_1;١;female;none;١;savings_insurance;١٩;bank;rent;١;unemployed;١;none;yes;No Risk
no_checking;٣٥;credits_paid_to_date;appliances;٥٥٨٨;100_to_500;1_to_4;٤;male;none;٤;real_estate;٤٥;none;own;٢;management_self-employed;٢;yes;yes;No Risk
less_0;١١;all_credits_paid_back;car_used;٢٥٠;500_to_1000;less_1;١;male;none;١;real_estate;٢١;bank;rent;١;unemployed;١;none;yes;No Risk
less_0;١٥;credits_paid_to_date;furniture;١٩١٦;100_to_500;1_to_4;٣;male;none;٢;car_other;٣٠;bank;rent;٢;unemployed;١;none;yes;No Risk
no_checking;١٤;credits_paid_to_date;furniture;٣٠٢١;less_100;4_to_7;٢;male;none;٢;savings_insurance;٤٦;none;own;١;skilled;٢;yes;yes;No Risk
no_checking;٢٧;prior_payments_delayed;education;٤٤٦٦;unknown;greater_7;٣;male;none;٢;savings_insurance;٤١;stores;free;٢;unskilled;١;yes;yes;No Risk
no_checking;٣٠;outstanding_credit;furniture;٣٦٠١;unknown;greater_7;٤;male;none;٣;savings_insurance;٣٥;bank;own;٢;unskilled;١;none;yes;Risk
no_checking;٢٧;outstanding_credit;appliances;٤٨٤٩;greater_1000;greater_7;٥;male;none;٣;car_other;٤٩;none;free;٢;skilled;٢;yes;yes;Risk
0_to_200;٤;all_credits_paid_back;car_new;٣٤٩٠;100_to_500;1_to_4;١;female;co-applicant;٣;car_other;٢٦;none;own;١;skilled;١;none;yes;Risk
less_0;١٥;credits_paid_to_date;furniture;٣٤٠١;100_to_500;4_to_7;٣;male;none;٣;car_other;٣٣;none;own;١;skilled;٢;none;yes;Risk
no_checking;١٩;outstanding_credit;radio_tv;٣٦٦٧;500_to_1000;1_to_4;٤;female;none;٣;car_other;٤٤;none;own;١;skilled;١;none;yes;No Risk
0_to_200;١٧;credits_paid_to_date;car_new;٣٣٢١;less_100;unemployed;٣;female;none;٣;savings_insurance;٣٠;none;own;٢;skilled;١;yes;yes;No Risk
no_checking;٢٢;outstanding_credit;education;٦٠٨١;unknown;4_to_7;٤;male;none;٥;savings_insurance;٣٦;none;own;٢;skilled;١;yes;yes;Risk
no_checking;٢٩;credits_paid_to_date;business;٦٤١٧;100_to_500;1_to_4;٤;male;none;٤;savings_insurance;٤٠;none;own;١;management_self-employed;١;none;yes;No Risk
0_to_200;٢٦;credits_paid_to_date;radio_tv;٢٥٥٣;less_100;1_to_4;٣;male;none;٢;car_other;٣٧;none;own;٢;skilled;١;none;yes;No Risk
no_checking;٢٧;outstanding_credit;radio_tv;٥٦٤٥;500_to_1000;4_to_7;٤;female;none;٥;savings_insurance;٤٨;none;own;٢;management_self-employed;١;yes;yes;Risk
0_to_200;٤;no_credits;car_new;٢٥٠;less_100;less_1;٢;male;none;٢;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
less_0;١٧;prior_payments_delayed;furniture;١٨٨٤;less_100;4_to_7;٢;female;none;٢;savings_insurance;٤٥;stores;free;١;unskilled;١;yes;yes;No Risk
less_0;٤;all_credits_paid_back;car_new;١٠٠٠;less_100;1_to_4;١;male;none;٢;real_estate;٢٢;stores;rent;١;skilled;١;none;yes;No Risk
0_to_200;١٨;credits_paid_to_date;furniture;٢٢٣٦;500_to_1000;1_to_4;٣;male;none;٢;savings_insurance;٣٠;none;own;١;skilled;١;none;yes;No Risk
no_checking;٤٤;outstanding_credit;repairs;٦١٧٧;unknown;greater_7;٥;male;co-applicant;٣;car_other;٥٥;none;free;٣;skilled;٢;yes;yes;Risk
0_to_200;٣٣;prior_payments_delayed;appliances;٢٤٢٨;100_to_500;greater_7;٤;male;none;٤;car_other;٣٥;none;own;١;skilled;١;none;yes;Risk
0_to_200;١٦;prior_payments_delayed;furniture;٢٩٩٧;less_100;4_to_7;٤;male;none;٣;savings_insurance;٢٦;none;free;٢;management_self-employed;١;none;yes;No Risk
0_to_200;١٣;prior_payments_delayed;car_used;٢٢٧٩;less_100;4_to_7;٢;female;none;٢;savings_insurance;٤٦;bank;own;٢;unemployed;١;yes;yes;Risk
0_to_200;٢٨;outstanding_credit;car_used;٣٧٢٠;greater_1000;greater_7;٤;female;none;٤;car_other;٣٨;none;own;٢;skilled;١;none;no;Risk
less_0;٨;all_credits_paid_back;education;٢٥٢٨;less_100;1_to_4;٢;female;none;٢;savings_insurance;٣٨;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٤;credits_paid_to_date;vacation;٢٦٨٥;less_100;4_to_7;٢;female;co-applicant;٣;car_other;٤٢;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٠;credits_paid_to_date;furniture;٤٠٢٦;500_to_1000;less_1;٣;male;none;٢;car_other;٣٦;none;own;١;skilled;١;none;yes;No Risk
greater_200;٣١;prior_payments_delayed;education;١٢٨٦;100_to_500;1_to_4;٣;female;none;٣;real_estate;٣٥;none;own;١;skilled;١;none;yes;Risk
0_to_200;١٤;credits_paid_to_date;car_new;٢٠٥٥;less_100;4_to_7;٣;male;none;٢;savings_insurance;٣٣;none;own;١;skilled;١;none;yes;No Risk
less_0;٥;prior_payments_delayed;furniture;١٩٩٣;less_100;less_1;٢;female;none;٣;savings_insurance;٣٣;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٥;prior_payments_delayed;radio_tv;٥٠١٥;100_to_500;1_to_4;٣;male;none;٤;car_other;٤٥;stores;own;١;unskilled;١;yes;yes;Risk
less_0;٤;credits_paid_to_date;car_new;٢٥٠;less_100;1_to_4;٢;female;none;١;savings_insurance;٤٠;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٥;prior_payments_delayed;radio_tv;٣٤٢٠;500_to_1000;greater_7;٢;female;none;٣;car_other;٤٥;none;own;٢;skilled;١;yes;yes;Risk
0_to_200;٤;all_credits_paid_back;car_new;١٧٠٤;less_100;1_to_4;٣;female;none;٢;car_other;١٩;none;own;١;skilled;١;none;yes;No Risk
no_checking;٤٣;prior_payments_delayed;repairs;٥٧٧٥;500_to_1000;greater_7;٥;male;co-applicant;٣;unknown;٤٧;none;free;٣;skilled;٢;yes;yes;Risk
0_to_200;١٤;credits_paid_to_date;furniture;٦٣٤٩;less_100;4_to_7;٣;male;none;٢;savings_insurance;٣٥;stores;own;١;unskilled;٢;none;yes;No Risk
less_0;٩;all_credits_paid_back;car_new;٢٥٠;100_to_500;1_to_4;٢;female;none;١;savings_insurance;٢٤;none;rent;١;skilled;٢;yes;yes;No Risk
less_0;١٦;prior_payments_delayed;retraining;١٨٢٠;500_to_1000;greater_7;٤;female;none;٣;car_other;٢٢;stores;rent;١;skilled;٢;none;yes;No Risk
no_checking;٤٥;prior_payments_delayed;appliances;٦٠٣٨;500_to_1000;4_to_7;٤;male;guarantor;٥;unknown;٥٨;none;free;٢;skilled;٢;yes;yes;Risk
less_0;١٧;credits_paid_to_date;furniture;١١٩٥;less_100;less_1;٣;female;none;٣;real_estate;٣٦;none;own;١;skilled;١;none;yes;No Risk
greater_200;٢٩;outstanding_credit;radio_tv;٦١٩٨;500_to_1000;1_to_4;٤;female;guarantor;٥;car_other;٥٠;none;free;١;skilled;١;yes;yes;Risk
less_0;٤;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;١;male;none;٢;real_estate;٢٤;bank;rent;١;unskilled;١;none;yes;No Risk
no_checking;٣٧;outstanding_credit;appliances;٥٧٠٣;greater_1000;greater_7;٥;male;co-applicant;٤;unknown;٤٧;none;free;٢;skilled;١;yes;yes;Risk
0_to_200;٤;all_credits_paid_back;car_new;٢٥٠;less_100;1_to_4;٢;female;none;٢;real_estate;٢٩;none;own;١;skilled;١;yes;yes;No Risk
less_0;١٠;all_credits_paid_back;car_used;١٣٤٩;100_to_500;less_1;٢;female;none;١;car_other;٣٦;stores;rent;١;unskilled;٢;none;yes;No Risk
no_checking;٣٣;outstanding_credit;appliances;٧٩٤١;500_to_1000;4_to_7;٥;male;co-applicant;٤;unknown;٣٦;none;free;٢;skilled;١;yes;yes;Risk
less_0;٨;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;٢;female;none;٢;savings_insurance;١٩;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٠;credits_paid_to_date;retraining;٣٢٨٢;100_to_500;1_to_4;٤;female;none;٤;savings_insurance;٤٢;none;own;٢;skilled;١;none;yes;No Risk
no_checking;٢٨;outstanding_credit;other;٥٦٥٣;greater_1000;4_to_7;٤;female;none;٤;unknown;٥٥;none;own;٢;skilled;٢;yes;yes;Risk
less_0;٧;all_credits_paid_back;car_used;٢٥٠;less_100;1_to_4;١;male;none;٢;real_estate;٢٣;none;rent;١;skilled;١;none;yes;No Risk
0_to_200;١٩;prior_payments_delayed;radio_tv;٤٣١٢;greater_1000;1_to_4;٢;male;none;٣;car_other;٣٨;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;٣٠;credits_paid_to_date;retraining;٢٦٦٨;less_100;less_1;٢;female;none;٣;savings_insurance;٢٠;none;own;١;skilled;١;none;yes;No Risk
greater_200;٢٨;prior_payments_delayed;furniture;٣٤١٦;100_to_500;1_to_4;٣;male;none;٤;car_other;٣٤;none;rent;١;skilled;١;none;yes;Risk
less_0;١٧;prior_payments_delayed;car_new;٢٥٠;100_to_500;1_to_4;٢;female;none;٢;real_estate;٣٤;stores;rent;١;skilled;١;none;yes;No Risk
0_to_200;٢٥;credits_paid_to_date;furniture;٣٧١٦;100_to_500;1_to_4;٣;male;none;٣;savings_insurance;٣٣;none;own;٢;skilled;١;yes;yes;No Risk
no_checking;٢٦;outstanding_credit;furniture;٢١٨٠;500_to_1000;greater_7;٤;male;co-applicant;٥;car_other;٦٥;none;free;٢;skilled;١;yes;yes;Risk
no_checking;٢٩;prior_payments_delayed;appliances;٧٤٩٩;100_to_500;1_to_4;٣;male;none;٤;savings_insurance;٣٨;none;own;٢;management_self-employed;١;none;yes;No Risk
0_to_200;٤;no_credits;car_new;٤٥١;less_100;unemployed;٢;female;none;٣;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
less_0;١٤;all_credits_paid_back;car_new;٣٣٦٤;100_to_500;less_1;١;female;none;٢;car_other;٢٩;stores;own;١;unskilled;٢;none;yes;Risk
less_0;٤;credits_paid_to_date;car_used;٢٥٠;less_100;less_1;١;female;none;١;savings_insurance;١٩;stores;rent;١;skilled;١;none;yes;No Risk
less_0;١٥;all_credits_paid_back;car_used;٥٩٧;less_100;1_to_4;٢;male;none;١;savings_insurance;٣٦;bank;own;١;unskilled;١;yes;yes;No Risk
no_checking;٢٤;outstanding_credit;car_used;٤٧٩٣;greater_1000;4_to_7;٣;male;none;٤;savings_insurance;٣٨;none;own;٢;skilled;١;none;yes;Risk
no_checking;٢٨;prior_payments_delayed;car_used;٤١٥٥;unknown;greater_7;٣;female;none;٣;unknown;٤٣;none;own;٢;skilled;١;yes;yes;Risk
no_checking;٢٨;prior_payments_delayed;appliances;٥١٤٥;100_to_500;greater_7;٣;female;guarantor;٤;car_other;٥٤;none;free;٢;skilled;١;yes;yes;Risk
less_0;١٨;prior_payments_delayed;retraining;٣٢٧٠;less_100;1_to_4;٣;female;none;٢;car_other;٣٨;none;rent;١;skilled;١;none;yes;No Risk
less_0;١٣;credits_paid_to_date;car_used;٣٠٦٨;less_100;unemployed;٢;female;none;١;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
0_to_200;٢٦;credits_paid_to_date;radio_tv;٦١٥٨;less_100;4_to_7;٤;male;none;٤;car_other;٥١;none;own;٢;skilled;١;yes;yes;No Risk
0_to_200;١٥;credits_paid_to_date;car_used;٢٥٠;less_100;1_to_4;١;female;none;٢;savings_insurance;٣٥;bank;rent;١;unemployed;١;yes;yes;Risk
0_to_200;١٣;credits_paid_to_date;car_new;١٠٨٤;500_to_1000;4_to_7;٣;female;none;٢;car_other;٣٩;none;rent;٢;unskilled;١;none;yes;Risk
0_to_200;٤;prior_payments_delayed;car_used;٢٥٠;less_100;less_1;٢;female;none;٢;savings_insurance;٤٨;bank;rent;١;unskilled;١;none;yes;No Risk
0_to_200;٢٠;credits_paid_to_date;car_new;٣٤١٣;less_100;4_to_7;٤;male;none;٤;savings_insurance;٣٥;none;own;١;skilled;١;yes;yes;No Risk
0_to_200;١٨;credits_paid_to_date;furniture;٣١٨٢;500_to_1000;less_1;٣;female;none;٣;real_estate;٢٥;bank;rent;١;unskilled;١;none;yes;No Risk
0_to_200;٢٧;prior_payments_delayed;car_used;٢٥١٣;100_to_500;greater_7;٤;male;none;٣;savings_insurance;٣٢;none;own;٢;skilled;١;yes;yes;Risk
no_checking;٨;prior_payments_delayed;radio_tv;٢٠٥٧;100_to_500;1_to_4;٢;male;none;٣;car_other;٣٥;stores;own;١;unskilled;١;none;yes;Risk
less_0;٢٢;credits_paid_to_date;vacation;٢٦٢٧;less_100;1_to_4;٣;female;none;١;car_other;٣٤;bank;rent;١;unemployed;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;car_new;٤٨٥٣;less_100;less_1;١;female;none;٢;savings_insurance;١٩;none;rent;١;skilled;١;none;yes;No Risk
less_0;١٠;all_credits_paid_back;car_new;١٦٠١;less_100;less_1;١;male;none;٢;savings_insurance;٢٧;stores;rent;١;skilled;١;none;yes;No Risk
no_checking;١٣;credits_paid_to_date;furniture;٤٤٠٩;less_100;less_1;٢;female;co-applicant;٢;real_estate;٣٢;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٨;prior_payments_delayed;repairs;٦٠٦١;unknown;4_to_7;٤;male;none;٤;unknown;٤٦;bank;own;٢;unemployed;٢;yes;yes;No Risk
0_to_200;١٦;prior_payments_delayed;retraining;١٠٦٢;greater_1000;1_to_4;٢;male;none;٣;car_other;٢٩;bank;rent;١;unemployed;١;yes;yes;No Risk
less_0;١٧;no_credits;vacation;١٩٧٠;100_to_500;1_to_4;٣;female;none;٢;savings_insurance;٣٦;bank;rent;١;unemployed;١;none;yes;No Risk
less_0;٢١;credits_paid_to_date;furniture;٣٤١٧;less_100;1_to_4;٢;male;none;٢;car_other;٢٣;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٣٩;outstanding_credit;furniture;٦١٦٢;500_to_1000;4_to_7;٤;male;co-applicant;٣;car_other;٤٦;none;free;٢;skilled;١;yes;yes;Risk
0_to_200;١٣;credits_paid_to_date;car_new;١١٤٥;less_100;less_1;٣;female;none;٣;savings_insurance;١٩;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٣;outstanding_credit;appliances;٣٧٠٦;100_to_500;greater_7;٤;male;none;٤;savings_insurance;٣٧;none;own;٢;skilled;١;none;yes;Risk
no_checking;١٠;credits_paid_to_date;furniture;٥٨٣;greater_1000;1_to_4;٣;female;none;٤;real_estate;٣٨;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٢;prior_payments_delayed;appliances;٦٦٨٠;100_to_500;greater_7;٥;male;none;٤;unknown;٤٤;none;free;٢;management_self-employed;٢;yes;yes;Risk
0_to_200;٢٧;credits_paid_to_date;furniture;٣٦١;100_to_500;4_to_7;٢;male;none;٢;car_other;٣٤;stores;own;١;skilled;١;yes;yes;No Risk
0_to_200;٢٧;credits_paid_to_date;radio_tv;٣٤١١;less_100;less_1;٣;male;none;٣;car_other;٣٢;none;own;١;skilled;١;none;yes;No Risk
